1;-164;0.3170000017;13.6157226562;12.4670381546;1000.2296752930;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;0;0;0;0;0.0000000000;0.0000000000;0.0000000000;
2;-164;1.1519999504;13.7768554687;12.5698766708;1000.2403564453;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;1;0;0;1;16.0000000000;22.0000000000;22.0000000000;
3;-164;1.9370000362;13.6962890625;12.6278648376;1000.2532958984;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;1;0;0;1;17.0000000000;23.0000000000;23.0000000000;
4;-164;2.7239999771;13.6962890625;12.6663093567;1000.2338256836;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;1;0;0;1;15.0000000000;21.0000000000;21.0000000000;
5;-164;3.5069999695;13.8574209213;12.6941814423;1000.2490234375;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;1;0;0;1;16.0000000000;24.0000000000;28.0000000000;
6;-164;4.2890000343;13.6962890625;12.7233352661;1000.2109375000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;1;0;0;1;15.0000000000;24.0000000000;27.0000000000;
7;-164;5.0770001411;13.7768554687;12.7582559586;1000.2100830078;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;1;0;0;0;15.0000000000;24.0000000000;27.0000000000;
8;-164;5.8600001335;14.0185546875;12.7941379547;1000.2091674805;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;1;0;0;1;16.0000000000;24.0000000000;26.0000000000;
9;-164;6.6420001984;14.0991210937;12.8236122131;1000.2090454102;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;1;0;0;1;16.0000000000;25.0000000000;27.0000000000;
10;-164;7.4289999008;14.0991210937;12.8588533401;1000.2201538086;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;1;0;0;1;16.0000000000;25.0000000000;27.0000000000;
11;-164;8.2119998932;13.8574209213;12.8960161209;1000.2098999023;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;1;0;0;1;16.0000000000;24.0000000000;26.0000000000;
12;-164;8.9949998856;13.7768554687;12.9376649857;1000.1924438477;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;1;0;0;1;17.0000000000;26.0000000000;28.0000000000;
