1;-164;0.3490000069;17.0800781250;15.5979919434;1004.1369018555;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;0;0;0;0;0.0000000000;0.0000000000;0.0000000000;
2;-164;1.1729999781;16.5966796875;15.3435010910;1004.0780029297;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;1;0;0;1;2.0000000000;2.0000000000;2.0000000000;
3;-164;1.9550000429;16.2744140625;15.1739425659;1004.1491088867;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;1;0;0;1;1.0000000000;1.0000000000;1.0000000000;
4;-164;2.7379999161;17.2412109375;14.9986209869;1004.1759033203;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;1;0;0;1;1.0000000000;1.0000000000;1.0000000000;
5;-164;3.5239999294;16.9995117188;14.7729473114;1004.1921997070;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;1;0;0;1;2.0000000000;3.0000000000;3.0000000000;
6;-164;4.3070001602;16.9995117188;14.6479778290;1004.1834106445;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;1;0;0;1;2.0000000000;3.0000000000;3.0000000000;
7;-164;5.0900001526;15.5493173599;14.5054159164;1004.0839233398;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;1;0;0;1;2.0000000000;3.0000000000;3.0000000000;
8;-164;5.8769998550;15.5493173599;14.4699277878;1004.1008300781;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;1;0;0;0;2.0000000000;3.0000000000;3.0000000000;
9;-164;6.6599998474;15.0659170151;14.3561811447;1004.1373291016;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;1;0;0;1;1.0000000000;2.0000000000;2.0000000000;
10;-164;7.4419999123;15.3076171875;14.2924842834;1004.1608276367;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;1;0;0;1;1.0000000000;2.0000000000;2.0000000000;
